ID;S1_Temp;S2_Temp;S3_Temp;S4_Temp;S1_Light;S2_Light;S3_Light;S4_Light;S1_Sound;S2_Sound;S3_Sound;S4_Sound;S5_CO2;S5_CO2_Slope;S6_PIR;S7_PIR;Room_Occupancy_Count
3407;2506~2513;2506~2513;2450~2456;2513~2519;0;0;0;0;7~8;4~5;5;7~8;345;0;0;0;0
3408;2506~2513;2513~2519;2469~2481;2563~2575;10;11~12;48~49;34~35;7~8;5;7~8;5~10;355;-23076~169230;0;0;0
3409;2500~2513;2506~2513;2450~2463;2538;6;6;31~34;21~22;8;5;5~6;5~6;360;0;0;0;0
3410;2544;2538~2544;2500;2563~2569;0;0;0;0;6~7;4~5;5~6;6;370~375;0;0;0;0
3411;2506;2500~2506;2444~2450;2531;1~2;1~2;9~11;5~7;7~8;5;5~6;6;355;0~15384;0;0;0
3412;2550;2544~2556;2513~2519;2556~2569;0;0;0;0;7;4~5;5~6;7~9;390~395;-1688461~-1557692;0;0;0
3413;2544;2538~2544;2500;2588;0;0;0;0;7~8;5;5~6;9~10;355;0;0;0;0
3414;2506~2513;2506~2513;2444~2456;2519~2531;0;0;0;0;7~8;6;6~7;5~7;355~360;-180769~-15384;0;0;0
3415;2563~2569;2563~2575;2525~2538;2569~2581;0;0;0;0;7;4~5;5~6;8~10;570~655;-3042307~-1642307;0;0;0
3416;2506~2513;2506~2513;2456~2463;2538~2550;6;6;32~33;21~23;6~7;4~5;6;7~10;350~360;0;0;0;0
3417;2563~2569;2563~2575;2525~2538;2569~2581;0;0;0;0;7;4~5;5~6;8~10;570~655;-3042307~-1642307;0;0;0
3418;2519~2525;2525~2531;2475;2556;0;0;0;0;7;4~5;5~6;9~11;355;0;0;0;0
3419;2506;2506;2450~2456;2513~2519;0;0;5~6;4;8~9;4~5;5~6;8~9;345;0;0;0;0
3420;2613~2619;2600~2606;2575~2588;2619~2631;0;0;0;0;6~7;5;5~6;6;990~1010;-1488461~1000000;0;0;0
3421;2500~2513;2506~2513;2456~2463;2525~2531;6;6~7;33~34;22~23;7~8;5;7~9;5~10;350~360;0;0;0;0
3422;2575~2581;2681~2688;2550~2556;2625~2631;10~12;11~12;56~60;41~44;7;6;6~7;6;470~530;-2253846~-184615;0;0;0
3423;2575~2594;2594~2888;2531~2538;2606~2619;159~162;244~253;82~224;61~67;84~288;56~86;34~215;20~65;440~675;-1242307~1515384;0~1;0~1;2
3424;2506~2513;2506~2513;2456;2519;0;0;0;0;7~8;4~5;6;8;345;0;0;0;0
3425;2581~2588;2575;2550;2600~2606;0;0;0;0;6~7;4~5;6;6~7;755~775;-2469230~-2380769;0;0;0
3426;2519~2525;2519;2469;2544~2556;0;0;0;0;8;5;7;6~9;355~365;-61538~0;0;0;0
3427;2506;2513;2450~2456;2538~2544;4~5;4~5;19~23;13~15;7;4~5;6;6;360;11538~46153;0;0;0
3428;2581~2594;2694~2700;2550~2556;2625~2638;12~14;13~14;61~68;45~49;11~46;6~15;13~61;6~15;530~635;-3984615~315384;0~1;0;0
3429;2513;2513~2519;2456~2463;2538;0;0;1;0~1;8;4~6;5~6;9~11;350~355;-173076~23076;0;0;0
3430;2525;2525;2488;2531;0;0;0;0;7;4~5;5~6;9;345;0;0;0;0
3431;2506~2513;2506;2450~2456;2506~2513;3;3;14~16;10~12;7~8;4~5;5~6;8;345;0;0;0;0
3432;2506;2506~2513;2444~2456;2519~2531;0;0;4~7;3~5;7~8;5;5~6;5~9;350~355;-46153~0;0;0;0
3433;2588~2606;2588~2706;2531~2550;2625~2631;160;247~251;78~80;58~60;39~71;16~82;23~31;6~26;480~600;1623076~4138461;0~1;0~1;2
3434;2513;2513~2519;2456;2550;0;0;0;0;6~7;5;5~6;5~6;355~360;-46153~0;0;0;0
3435;2531~2538;2531~2538;2494;2575~2581;0;0;0;0;8;4~5;5~6;10~11;355;0;0;0;0
3436;2519~2525;2525;2469~2475;2556~2563;0;0;0;0;6~7;5;5~6;5~6;365;-38461~-7692;0;0;0
3437;2525;2531;2469;2563;0;0;0;0;6~7;4~5;5~6;5~7;360;0;0;0;0
3438;2506~2513;2513;2456;2519~2531;0;0;4~6;3~4;7~8;4~7;5~6;10~11;350;-150000~0;0;0;0
3439;2544;2544;2506~2513;2600;0;0;0;0;7~8;5;5~6;9~10;350~355;-169230~-92307;0;0;0
3440;2513~2519;2513~2519;2463;2544~2556;0;0;0;0;8;4~5;5~6;7~11;350~360;-142307~0;0;0;0
3441;2575~2581;2563~2569;2525~2531;2606~2613;158~160;248~251;75~81;56~61;44~146;52~344;26~69;16~69;385~400;334615~400000;0~1;0~1;2
3442;2506~2513;2506;2456;2519;0;0;0;0;7~8;4~5;6;9~10;345;0;0;0;0
3443;2556~2563;2556~2563;2513~2519;2588~2594;0;0;0;0;7~8;5;7;6~7;425~485;-1369230~-992307;0;0;0
3444;2550~2556;2550~2556;2506~2513;2581;0;0;0;0;6~7;4~5;5~6;5~6;390~460;-1223076~-965384;0;0;0
3445;2513~2519;2513~2519;2463;2544~2556;0;0;0;0;8;4~5;5~6;7~11;350~360;-142307~0;0;0;0
3446;2631;2738~2825;2600~2613;2638~2644;150;238~239;180~181;10~11;75~277;54~147;21~322;11~112;1195~1225;-473076~2388461;0~1;0~1;3
3447;2525;2525~2531;2469~2481;2569;0;0;0;0;6~7;5;5~6;5~6;360~365;0;0;0;0
3448;2506~2513;2506;2456;2519;0;0;0;0;7~8;4~5;6;9~10;345;0;0;0;0
3449;2544;2544~2550;2538~2544;2619;3~7;3~9;17~38;12~27;7~8;4~5;6;9~11;350;-261538~-46153;0;0;0
3450;2506;2506;2456;2506;3~4;3~4;17~19;12~14;7~8;4~5;5;8~9;345;0;0;0;0
3451;2519;2519;2456~2463;2544~2550;0;0;0;0;6~7;4~5;7;6~9;355~360;-157692~-11538;0;0;0
3452;2531~2538;2531~2538;2500;2544~2550;0;0;0;0;7;4~5;5~6;9~10;355;-292307~-153846;0;0;0
3453;2606;2681;2550~2556;2631~2638;117~118;21~22;27~29;20~21;20~122;6~8;6~24;6~9;500~520;1230769~1761538;0~1;0;1
3454;2569~2581;2569~2575;2531~2544;2588~2606;0;0;0;0;6~7;4~5;7;6~7;615~735;-2096153~-1334615;0;0;0
3455;2519~2531;2525~2531;2456~2488;2538~2563;0;0;0;0;8;6;5~6;5~9;345~365;-50000~46153;0;0;0
3456;2544;2538~2544;2500;2563~2569;0;0;0;0;6~7;4~5;5~6;6;370~375;0;0;0;0
3457;2588~2600;2694~2706;2550~2556;2625~2638;14~15;15~16;71~74;52~53;7;5~7;5~7;6~7;555~630;-3569230~342307;0;0;0
3458;2519;2525;2475~2481;2531;0;0;0;0;6~7;4;5;8;345;0;0;0;0
3459;2594~2600;2619~2631;2575~2588;2594~2600;141~143;226~228;5~7;6~8;20~40;59~121;10~19;10~15;825~855;-276923~426923;0~1;0~1;2
3460;2513~2519;2513~2519;2481~2494;2569~2581;11~12;13~14;54;39~40;7~8;5;6;6~11;355;-92307~0;0;0;0
3461;2544~2550;2544~2550;2506~2513;2600~2606;0;0;0;0;7~8;4~5;7;9~10;350~355;-203846~0;0;0;0
3462;2513~2519;2519;2488~2494;2581~2588;13;14~15;57~59;40~41;7~9;4~5;5~6;6~11;355~360;-34615~19230;0;0;0
3463;2613;2581~2619;2550~2563;2625~2631;119;24;191~202;13~19;62~159;11~40;11~271;9~56;560~650;869230~2700000;0~1;0~1;2
3464;2556~2594;2581~2769;2506~2538;2594~2619;157~160;244~248;75~77;58~59;7~46;11~60;6~20;6~17;435~600;1100000~2776923;0~1;0;2
3465;2506~2513;2506;2456~2463;2519;5~6;6~7;29~32;20~21;8;5;5~6;9;345;0;0;0;0
3466;2575~2588;2594;2550~2556;2581~2606;0;0;0;0;6~7;4~5;5~6;7~10;760~800;-2796153~-2026923;0;0;0
3467;2544;2544;2506~2513;2600;0;0;0;0;7~8;4~5;5~6;9~10;355;-30769~0;0;0;0
3468;2544~2550;2544;2506~2513;2600;0;0;0;0;7~8;4~5;5~6;9~10;350~355;-80769~-38461;0;0;0
3469;2531;2531;2481~2488;2569~2581;0;0;0;0;6~7;4~5;5~6;5~6;370;-111538~0;0;0;0
3470;2544;2544~2550;2538~2544;2613;11~13;14~16;55~63;40~45;7~13;5;6~7;9~11;355;0;0;0;0
3471;2513~2519;2513~2519;2469;2525~2531;0;0;0;0;6~7;4;6~7;9~10;345;0;0;0;0
3472;2631~2638;2794~2800;2606;2638~2650;150;238~239;180~181;10~11;75~310;12~44;11~200;9~56;1200~1225;-500000~1365384;0~1;0~1;3
3473;2544~2550;2544~2550;2500~2506;2556~2569;0;0;0;0;6~7;5;5~6;5~6;385;-280769~-226923;0;0;0
3474;2556~2563;2563;2525;2575~2581;0;0;0;0;6~7;5;6;6~7;495~515;-1857692~-1426923;0;0;0
3475;2519;2525;2475;2525;0;0;0;0;7;5;5~6;9;345;0;0;0;0
3476;2513;2513;2450~2463;2538~2544;0;0;1~3;1~2;7;4~5;5~6;7~10;350~360;-173076~-65384;0;0;0
3477;2606~2613;2681;2550~2556;2631~2638;116~118;20~21;19~25;14~19;40~87;11~20;7~66;8~36;530~535;434615~1173076;0~1;0~1;1
3478;2506~2513;2513~2519;2469~2481;2563~2575;10;11~12;48~49;34~35;7~8;5;7~8;5~10;355;-23076~169230;0;0;0
3479;2544;2538~2544;2500~2506;2588~2600;0;0;0;0;8;6;5~6;9~10;355;-107692~0;0;0;0
3480;2506~2519;2506~2519;2444~2463;2538~2544;0;0;0;0;8~9;5;5~6;5~6;355~360;-84615~3846;0;0;0
3481;2525~2531;2525~2531;2506~2513;2588~2594;17;20;75;53~54;7~8;4~5;5~6;9~10;355;0;0;0;0
3482;2544;2544;2538~2544;2606~2613;4~5;5;24~25;16~18;7~9;6;6~7;10;350~355;30769~150000;0;0;0
3483;2538;2544;2506;2594~2600;0;0;0;0;7~8;4~5;5~6;9~10;350~355;-165384~-19230;0;0;0
3484;2513~2519;2519;2469;2531;0;0;0;0;8;4;5~6;7~8;345;0;0;0;0
3485;2544;2544;2525;2606~2613;0;0;1~3;0~2;7~8;5;6~7;9~10;350;-7692~38461;0;0;0
3486;2556~2569;2619~2644;2550~2556;2569~2575;8~10;8~10;30~50;28~34;9~16;16~75;13~28;9~11;375~480;219230~2676923;0~1;0~1;3
3487;2544;2538~2550;2494~2506;2581;0;0;0;0;6~7;5;5~6;7~10;355~385;-126923~0;0;0;0
3488;2506~2513;2506~2513;2456;2519;0;0;0;0;7~8;4~5;6;8;345;0;0;0;0
3489;2513~2519;2513~2519;2469~2475;2519~2525;0;0;0;0;6~7;5;6~7;8;345;0;0;0;0
3490;2506~2513;2506~2513;2444~2456;2513~2531;0;0;0;0;7~8;4~5;7;5~6;355;-161538~-34615;0;0;0
3491;2513;2513~2519;2456;2531;0;0;0;0;7~8;5;5~6;5~7;360;-138461~0;0;0;0
3492;2531;2525~2531;2469~2475;2556~2563;0;0;0;0;6~7;4~5;5~6;5~8;360;-46153~0;0;0;0
3493;2513;2513;2450;2525~2531;0;0;0;0;8;4~5;5~6;6;355~360;-53846~0;0;0;0
3494;2525~2531;2531~2538;2494;2538~2544;0;0;0;0;8~16;4~5;5~6;8~9;345~355;-46153~0;0;0;0
3495;2563~2594;2581~2813;2513~2538;2594~2619;156~160;244~249;77~80;57~59;47~127;64~309;17~47;14~42;455~630;1626923~3100000;0~1;0~1;2
3496;2544~2550;2544~2550;2500~2506;2556~2575;0;0;0;0;6~7;4~5;7;6;370~385;-288461~-38461;0;0;0
3497;2519~2525;2525;2463~2475;2550~2556;0;0;0;0;8;4~5;7;6~10;355~360;-69230~0;0;0;0
3498;2531;2531~2538;2494;2538~2544;0;0;0;0;7;4~5;5~6;9~10;345~355;-184615~-42307;0;0;0
3499;2500~2506;2500~2506;2444~2456;2506~2531;3~5;3~5;17~23;13~16;7~8;4~5;6;6~9;350~360;0~65384;0;0;0
3500;2531;2531;2475~2481;2569~2575;0;0;0;0;6~7;6;7;6~10;355~365;-134615~19230;0;0;0
3501;2588~2613;2588~2713;2550~2563;2631~2638;119~160;34~249;70~77;45~57;7~53;5~97;7~48;6~21;575~620;-2288461~1692307;0~1;0;2
3502;2544~2550;2544;2506~2513;2606;0;0;0;0;7~8;4~5;5~6;9~10;350~355;7692~50000;0;0;0
3503;2594~2600;2581~2588;2556~2569;2606~2613;0;0;0;0;6~7;4~5;5~6;6;840~930;-2746153~-1957692;0;0;0
3504;2544~2550;2550;2513;2563~2581;0;0;0;0;6~7;4~5;6;6;385~390;-942307~-146153;0;0;0
3505;2619~2625;2619~2631;2594~2600;2631;113~114;18~19;178~180;7;7~36;4~7;8~16;6;1020~1040;-1430769~169230;0~1;0;2
3506;2500~2513;2500~2513;2456;2525~2531;7;7;35~36;24;7~8;4~6;7~8;7~10;355~360;-257692~-38461;0;0;0
3507;2544;2544~2550;2538;2613;6~9;8~10;35~45;25~33;7~14;4~12;7~15;10~12;350~355;-246153~0;0;0;0
3508;2513~2519;2525;2469~2475;2519~2525;0;0;0;0;7;4;5~6;8;345;0;0;0;0
3509;2544~2550;2550;2506;2581;0;0;0;0;6~7;4~5;5~6;6;390;-934615~0;0;0;0
3510;2619~2625;2588~2638;2581~2594;2631;149~150;236~238;180~187;10~11;6~42;5~13;6~20;6~7;785~1045;1188461~2088461;0~1;0~1;3
3511;2575~2588;2588~2606;2544~2563;2575~2588;0;0;0;0;7;4~5;5~6;8~9;725~800;-1976923~-1419230;0;0;0
3512;2544~2550;2538~2550;2494~2519;2550~2581;0;0;0;0;8;4~5;5~6;6~8;370~385;-261538~-184615;0;0;0
3513;2506;2506;2450~2456;2513~2519;0;0;4~5;3;7~9;4~5;5~6;8~9;345;0;0;0;0
3514;2500~2506;2500~2506;2456~2463;2525~2531;7~8;7~9;35~43;24~29;9~12;5~9;6~9;5~10;355~360;-215384~61538;0;0;0
3515;2506~2513;2506;2463;2513;5~6;6~7;29~32;20~21;8;4~5;5~6;9~10;345;0;0;0;0
3516;2544;2544;2525~2531;2606~2613;0;0;4~5;3;7~8;4~6;5~7;10~11;350;0;0;0;0
3517;2544;2538~2544;2538~2544;2613;15~16;19~20;70~75;51~54;7~8;4~6;6~7;9~11;355;0;0;0;0
3518;2544~2575;2538~2556;2494~2519;2588~2606;124~156;39~249;71~74;52~54;65~153;17~124;20~38;14~30;380~500;161538~2457692;0~1;0~1;1
3519;2544;2538~2544;2494~2506;2588~2594;0;0;0;0;7~8;6;7~8;9~11;355;-11538~0;0;0;0
3520;2538;2538~2544;2481~2488;2569~2575;0;0;0;0;6~7;6;6;6;365;-142307~0;0;0;0
3521;2531;2531;2513~2519;2588~2594;17;20;73~74;53;7~8;5;5~6;9~10;355;0;0;0;0
3522;2544;2544;2519;2594~2600;0;0;0;0;7~8;5;6;9~10;350~355;84615~203846;0;0;0
3523;2544;2544;2513~2519;2594~2600;0;0;0;0;7~8;6~34;6;11;350~355;-180769~215384;0;0;0
3524;2581~2588;2588~2594;2569;2631~2638;13~14;16;78~80;49~50;7;5;6~12;6~10;615~655;-3169230~-1734615;0;0;0
3525;2525;2525;2481;2531;0;0;0;0;7;4~5;5~6;8;345;0;0;0;0
3526;2506;2506~2513;2469;2563~2569;9~10;10;44~48;30~33;7~8;4~5;6;6~9;355;-46153~0;0;0;0
3527;2531~2538;2538~2544;2494~2506;2550~2581;0;0;0;0;8;4~5;7;8~11;355~370;0~34615;0;0;0
3528;2544;2544;2488~2500;2575~2581;0;0;0;0;6~7;5;6;6;365~380;-261538~-119230;0;0;0
3529;2544;2544;2538~2544;2613;6~9;8~10;36~45;26~32;7~8;4~6;5~6;9~10;350~355;-203846~0;0;0;0
3530;2519~2525;2519;2488~2500;2581~2588;14~16;17~19;66~70;46~49;7~11;4~5;6~16;8~13;355;0;0;0;0
3531;2544;2544;2494~2513;2563~2575;0;0;0;0;7;4~5;5~6;7~9;370~385;-300000~-192307;0;0;0
3532;2513~2519;2519;2469;2519~2525;0;0;0;0;6~7;5;5;9~10;345;0;0;0;0
3533;2500~2506;2500~2506;2444~2456;2506~2531;3~5;3~5;17~23;13~16;7~8;4~5;6;6~9;350~360;0~65384;0;0;0
3534;2556~2594;2588~2794;2506~2538;2594~2619;156~160;244~249;75~78;57~59;48~193;6~42;6~28;6~21;475~605;1246153~3138461;0~1;0;2
3535;2538;2544;2506;2588;0;0;0;0;8;5;5~6;9~10;350~355;-188461~-65384;0;0;0
3536;2563~2569;2563~2569;2531~2538;2569;0;0;0;0;8;5;5~7;8~9;590~630;-1665384~-1426923;0;0;0
3537;2581;2569~2575;2538~2544;2600~2606;0;0;0;0;6~7;5;6;6~7;700~715;-2011538~-1569230;0;0;0
3538;2513~2519;2513~2519;2456~2463;2538~2550;0;0;0;0;6~7;5;7~8;6;360;0~57692;0;0;0
3539;2525;2525~2531;2488;2538;0;0;0;0;8;5;5~6;8~9;345;0;0;0;0
3540;2588~2606;2588~2713;2531~2550;2625~2638;160~162;247~253;78~82;58~60;74~120;31~81;22~39;15~40;500~615;930769~2423076;1;0~1;2
3541;2513~2519;2519;2475;2519~2525;0;0;0;0;8;4~5;5~6;9;345;0;0;0;0
3542;2588~2625;2581~2613;2575~2594;2594~2631;148~150;237~241;180~186;12~26;7~37;5~9;9~52;7~63;780~835;1503846~1880769;0~1;1;3
3543;2581~2606;2588~2713;2550~2569;2631;13~14;14~16;69~79;49~51;8~9;5~13;6~8;6~7;600~660;-3592307~2373076;0;0;0
3544;2625~2631;2638~2800;2594~2619;2638~2644;117~142;19~226;171~184;7~10;49~107;6~32;35~85;6~22;1045~1225;542307~2107692;0~1;0~1;2
3545;2544;2544~2550;2531~2544;2619~2625;2~3;2~3;10~16;7~11;7~8;5;5~7;9~10;350;-76923~-15384;0;0;0
3546;2544;2544;2506~2513;2600;0;0;0;0;7~8;4~5;6;9~10;350~355;7692~73076;0;0;0
3547;2506~2513;2506;2450~2456;2519;0;0;0;0;7~8;4~5;5;9~10;345;0;0;0;0
3548;2594~2600;2600~2688;2538~2544;2625~2631;161~163;249~252;81~87;61~64;8~63;6~99;15~89;6~32;510~575;-538461~5107692;0~1;0;2
3549;2581~2594;2675~2681;2550~2556;2625~2638;120;24~26;42~48;31~35;22~85;6~14;6~14;6~14;415~450;-1865384~1207692;0~1;0;1
3550;2538;2538~2544;2506;2550~2556;0;0;0;0;7;5;5~6;9;370;-46153~0;0;0;0
3551;2538;2538~2544;2506;2594;0;0;0;0;7~8;5;5~6;9~10;355;-15384~0;0;0;0
3552;2544;2544~2550;2494~2506;2550~2581;0;0;0;0;6~7;6~12;6~7;5~6;370~380;-288461~-30769;0;0;0
3553;2513~2525;2513~2519;2481~2488;2575~2588;12;14;55~57;39~40;9~13;5~16;6~13;6~10;355~360;-138461~0;0;0;0
3554;2519;2525;2469~2475;2525;0;0;0;0;7;4;6;9;345;0;0;0;0
3555;2531;2525~2531;2481;2569;0;0;0;0;6~7;4~5;6;5~6;360~365;-234615~-92307;0;0;0
3556;2544;2544;2519;2600;0;0;0;0;7~8;4~5;6;9~10;350~355;-53846~0;0;0;0
3557;2538;2531~2538;2494;2575~2581;0;0;0;0;8;4~5;5~6;9;355;0;0;0;0
3558;2588~2606;2588~2706;2531~2550;2625~2631;160;247~251;78~80;58~60;39~71;16~82;23~31;6~26;480~600;1623076~4138461;0~1;0~1;2
3559;2513~2519;2513~2519;2475~2488;2569~2581;11~12;13;53~54;36~38;7~10;4~8;7~8;6~11;355~360;-61538~57692;0;0;0
3560;2531~2538;2538;2488;2569~2581;0;0;0;0;8;4~5;5~6;9~10;355;0;0;0;0
3561;2544~2550;2544~2550;2500~2506;2581;0;0;0;0;6~7;4~5;6;6;385;-292307~0;0;0;0
3562;2625~2631;2631~2813;2594~2613;2638~2644;142~149;227~235;172~178;10;90~172;62~146;285~366;48~108;900~1270;2169230~3038461;0~1;1;3
3563;2519~2525;2525;2500~2506;2575~2581;16~17;19~20;73~76;51~54;7~14;5~13;5~19;9~14;355;0;0;0;0
3564;2538;2544;2506;2588;0;0;0;0;7~9;6;6;9~10;355;11538~200000;0;0;0
3565;2588~2594;2581;2550~2556;2606~2613;0;0;0;0;6~7;4~5;6;6;805~830;-1780769~-1523076;0;0;0
3566;2613~2619;2581~2588;2563~2569;2631~2644;117~118;22~23;185~190;10~12;54~68;28~67;42~174;22~61;670~725;1857692~3250000;0~1;0~1;2
3567;2519;2513~2519;2456;2544~2550;0;0;0;0;6~7;4~5;6;5~6;360;-30769~0;0;0;0
3568;2506~2513;2500~2506;2456~2463;2513;5;5;27~28;18~19;8;4~5;5~6;8~9;345;0;0;0;0
3569;2531~2538;2531~2544;2494;2575~2581;0;0;0;0;7;4~5;6;6;365~370;-223076~-96153;0;0;0
3570;2513~2519;2513;2475~2481;2563~2569;10;11~12;50~52;34~35;8;4~6;6;5~7;355~360;-73076~153846;0;0;0
3571;2500~2513;2500~2513;2456;2525~2531;7;7;35~36;24;7~8;4~6;7~8;7~10;355~360;-257692~-38461;0;0;0
3572;2513;2513;2475~2481;2575;10;11;49;34~35;7~8;5~6;5~6;6~10;355~360;0~192307;0;0;0
3573;2500~2513;2506~2513;2456~2463;2525~2531;6;6~7;33~34;22~23;7~8;5;7~9;5~10;350~360;0;0;0;0
3574;2531;2531;2519;2600;17;20;73~74;53;7~8;4~5;5~6;9~10;355;0;0;0;0
3575;2531;2525;2475~2481;2563;0;0;0;0;7;5;6;5~6;365;0;0;0;0
3576;2513~2519;2519;2456~2463;2550;0;0;0;0;6~7;4~5;6;7~10;355;-192307~0;0;0;0
3577;2544;2544~2550;2538~2544;2619~2625;3~7;4~9;18~38;13~27;7~10;6~16;6~11;9~12;350~355;-57692~165384;0;0;0
3578;2544~2563;2544~2563;2525~2531;2569~2606;0;0;0;0;8~15;5;5~7;10~11;355~595;-1780769~203846;0;0;0
3579;2538;2531~2538;2494;2575~2581;0;0;0;0;8;4~5;5~6;9;355;0;0;0;0
3580;2538;2544;2506;2588;0;0;0;0;7~9;6;6;9~10;355;11538~200000;0;0;0
3581;2519~2525;2525;2475~2481;2525;0;0;0;0;8;4~5;5~6;8~9;345;0;0;0;0
3582;2506;2500~2506;2444~2450;2531;1;0~1;6~8;4~5;8;5;5~6;5~7;355;0;0;0;0
3583;2538;2538;2488;2575~2581;0;0;0;0;7;4~5;5~6;9~11;355;0;0;0;0
3584;2513~2519;2513~2519;2450~2463;2538~2556;0;0;0;0;6~7;5;5~6;7;360;-80769~276923;0;0;0
3585;2519~2525;2525~2531;2475~2488;2538~2556;0;0;0;0;8;5;5~6;10;345~355;0;0;0;0
3586;2600~2606;2706~2713;2550~2556;2631~2638;15;15~16;71~75;52~54;7;6~7;6~7;6;635~660;1250000~2961538;0;0;0
3587;2519;2525;2475;2525;0;0;0;0;6~7;5;5~6;8;345;0;0;0;0
3588;2581~2594;2594~2606;2575;2631;14~15;18~19;82~89;51~54;8~9;4~6;6~7;6~7;680~730;-2961538~-2515384;0;0;0
3589;2625~2631;2656~2669;2594~2606;2638~2644;150;235~236;159~180;10;13~56;27~140;104~312;22~46;1065~1170;2161538~2934615;0~1;0~1;3
3590;2531~2538;2538~2544;2494;2581;0;0;0;0;7;4~5;5~6;9~10;355;0;0;0;0
3591;2625;2619~2631;2588~2594;2638;150;234~236;185~187;10;7~9;8~17;7~39;6~8;915~1015;2253846~4061538;0;0~1;3
3592;2513;2513;2450;2525~2531;0;0;0;0;7;5;5~6;5~6;360;-65384~0;0;0;0
3593;2544;2544~2550;2538;2613;6~9;8~10;35~45;25~33;7~14;4~12;7~15;10~12;350~355;-246153~0;0;0;0
3594;2544;2544;2525~2531;2606~2613;0;0~1;5~6;4~5;7~11;4~11;6~16;10~11;350;0;0;0;0
3595;2544;2544;2538~2544;2619;12~14;15~19;60~70;44~51;8;4~6;6~8;9~12;355;0;0;0;0
3596;2538;2538~2544;2525~2538;2600~2613;17~18;20~21;75~79;55~57;7~9;4~5;5~6;9~11;355;0;0;0;0
3597;2544~2563;2544~2563;2513~2519;2588~2606;0;0;0;0;7~8;6;5~6;6~10;350~485;-1461538~38461;0;0;0
3598;2544;2544;2538~2544;2619;7~12;9~14;39~59;28~44;9~12;5~11;6~14;10~12;355;0;0;0;0
3599;2625~2638;2594~2806;2588~2606;2638~2644;150;238~239;180~181;10~11;8~73;27~77;6~365;6~63;860~1220;-503846~2384615;0~1;0~1;3
3600;2544~2550;2544;2525;2600~2606;0;0;0;0;7;4~5;5~6;9~11;350~355;0~200000;0~1;0;0
3601;2506;2506;2456;2513;4;4;18~20;13~14;8;4~5;5~6;8~9;345;0;0;0;0
3602;2619~2625;2588~2619;2581~2588;2631;149~150;236~238;179~187;10~11;47~173;37~81;38~366;7~96;780~880;1153846~2984615;0~1;0~1;3
3603;2606~2619;2569~2575;2556~2581;2631~2638;114~115;24~25;38~175;9~21;7~21;5~9;7~19;6~13;615~805;226923~2296153;0~1;0~1;1
3604;2531~2538;2531~2538;2494;2575~2581;0;0;0;0;8;4~5;5~6;10~11;355;0;0;0;0
3605;2550;2544~2550;2506~2519;2556~2563;0;0;0;0;6~7;4~5;5~6;7~9;385;-161538~0;0;0;0
3606;2588~2594;2600~2606;2575;2631;14;18~19;83~87;51~54;6~7;5~6;5~7;6;705~715;-2842307~-2492307;0;0;0
3607;2531;2531;2481;2569;0;0;0;0;7;5;5~6;11;355;0;0;0;0
3608;2531~2538;2538~2544;2494;2581;0;0;0;0;7;4~5;5~6;9~10;355;0;0;0;0
3609;2556~2569;2556~2563;2525~2531;2569~2581;0;0;0;0;8~10;4~5;5~9;6~9;510~565;-2657692~-1919230;0;0;0
3610;2538;2538~2544;2494~2513;2588;0;0;0;0;7~9;6;5~6;9~10;350~355;-88461~0;0;0;0
3611;2531;2531;2481~2488;2569~2581;0;0;0;0;6~7;4~5;5~6;5~6;370;-111538~0;0;0;0
3612;2544~2550;2544~2550;2531~2538;2606~2613;2~3;2~3;10~17;7~12;7~8;4~5;6;9~10;350;-92307~-23076;0;0;0
3613;2506;2506;2450~2456;2506~2519;2;2~3;14;9;7~9;5;5~6;9~11;345~350;0;0;0;0
3614;2506;2506;2444~2450;2531;5;5;25~28;18~19;8~9;5;5~6;6;355~360;57692~146153;0;0;0
3615;2506;2506~2513;2444~2456;2519~2531;0;0;4~7;3~5;7~8;5;5~6;5~9;350~355;-46153~0;0;0;0
3616;2531~2538;2538~2544;2525~2538;2600~2613;20;24;85~87;62~63;7~9;5;5~7;10~11;355;0;0;0;0
3617;2500~2513;2500~2513;2444~2456;2538~2544;5~6;5~6;27~32;18~20;8;5;5~7;6;360;-3846~0;0;0;0
3618;2506~2513;2506~2513;2450~2456;2513~2519;2;2;12~14;8;7~8;4~5;5~6;9~10;345~350;0;0;0;0
3619;2619~2625;2613~2631;2594~2600;2625~2631;114~115;18~19;179~180;7;72~344;59~188;158~366;50~150;1005~1040;-865384~626923;0~1;0~1;2
3620;2619;2575;2575~2581;2631~2638;115;24;180~181;12~13;7~12;5~7;6~24;6~10;730~745;1315384~1615384;0~1;0~1;2
3621;2525~2531;2525~2538;2475~2481;2569;0;0;0;0;6~7;5;5~6;7;360~365;0~26923;0;0;0
3622;2594~2600;2606~2619;2581;2631;15~17;20~21;89~93;54~57;7~8;5~6;5~9;6~7;755~800;-3907692~-2153846;0;0;0
3623;2581~2588;2594~2600;2550~2556;2606;0;0;0;0;7;4~5;5~6;6;805~830;-3530769~-2846153;0;0;0
3624;2513~2519;2513~2519;2481~2494;2569~2581;11~12;13~14;54;39~40;7~8;5;6;6~11;355;-92307~0;0;0;0
3625;2625~2631;2656~2669;2594~2606;2638~2644;150;235~236;159~180;10;13~56;27~140;104~312;22~46;1065~1170;2161538~2934615;0~1;0~1;3
